As of,Rank,Last_Week_Rank,Title,Type_of_Film,Netflix_Exclusive,Netflix_Release_Date,Days_In_Top_10,Viewership_Score
10/29/20,1,-,Holidate,Movie,Yes,28-Oct-20,1,10
10/29/20,2,-,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,6,50
10/29/20,3,-,Blood of Zeus,TV Show,Yes,27-Oct-20,2,15
10/29/20,4,-,Barbarians,TV Show,Yes,23-Oct-20,6,44
10/29/20,5,-,Over the Moon,Movie,Yes,23-Oct-20,6,47
10/29/20,6,2,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,20,168
10/29/20,7,8,Grand Army,TV Show,Yes,16-Oct-20,9,30
10/29/20,8,1,Unsolved Mysteries,TV Show,Yes,1-Jul-20,32,239
10/29/20,9,10,Cocomelon,TV Show,,1-Jun-20,44,93
10/29/20,10,4,My Next Guest Needs No Intr__,TV Show,Yes,12-Jan-18,8,45
10/30/20,1,-,Holidate,Movie,Yes,28-Oct-20,2,20
10/30/20,2,-,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,7,59
10/30/20,3,-,Blood of Zeus,TV Show,Yes,27-Oct-20,3,23
10/30/20,4,-,Barbarians,TV Show,Yes,23-Oct-20,7,51
10/30/20,5,-,Over the Moon,Movie,Yes,23-Oct-20,7,53
10/30/20,6,-,Secrets of the Saqqara Tomb,Movie,Yes,28-Oct-20,1,5
10/30/20,7,5,Grand Army,TV Show,Yes,16-Oct-20,10,34
10/30/20,8,2,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,21,171
10/30/20,9,1,Unsolved Mysteries,TV Show,Yes,1-Jul-20,33,241
10/30/20,10,8,Cocomelon,TV Show,,1-Jun-20,45,94
10/31/20,1,-,Holidate,Movie,Yes,28-Oct-20,3,30
10/31/20,2,10,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,8,68
10/31/20,3,8,The Great British Baking Show,TV Show,,3-Oct-15,8,28
10/31/20,4,3,Over the Moon,Movie,Yes,23-Oct-20,8,60
10/31/20,5,-,Blood of Zeus,TV Show,Yes,27-Oct-20,4,29
10/31/20,6,-,Secrets of the Saqqara Tomb,Movie,Yes,28-Oct-20,2,10
10/31/20,7,6,Barbarians,TV Show,Yes,23-Oct-20,8,55
10/31/20,8,-,Rogue City,Movie,Yes,30-Oct-20,1,3
10/31/20,9,4,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,22,173
10/31/20,10,-,His House,Movie,Yes,30-Oct-20,1,1
11/1/20,1,-,Holidate,Movie,Yes,28-Oct-20,4,40
11/1/20,2,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,9,77
11/1/20,3,-,Rogue City,Movie,Yes,30-Oct-20,2,11
11/1/20,4,-,His House,Movie,Yes,30-Oct-20,2,8
11/1/20,5,9,Hubie Halloween,Movie,Yes,7-Oct-20,18,140
11/1/20,6,-,Secrets of the Saqqara Tomb,Movie,Yes,28-Oct-20,3,15
11/1/20,7,3,Over the Moon,Movie,Yes,23-Oct-20,9,64
11/1/20,8,7,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,23,176
11/1/20,9,-,Blood of Zeus,TV Show,Yes,27-Oct-20,5,31
11/1/20,10,5,Barbarians,TV Show,Yes,23-Oct-20,9,56
11/2/20,1,-,Holidate,Movie,Yes,28-Oct-20,5,50
11/2/20,2,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,10,86
11/2/20,3,-,Rogue City,Movie,Yes,30-Oct-20,3,19
11/2/20,4,-,His House,Movie,Yes,30-Oct-20,3,15
11/2/20,5,-,Secrets of the Saqqara Tomb,Movie,Yes,28-Oct-20,4,21
11/2/20,6,2,Over the Moon,Movie,Yes,23-Oct-20,10,69
11/2/20,7,6,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,24,180
11/2/20,8,3,Barbarians,TV Show,Yes,23-Oct-20,10,59
11/2/20,9,-,Blood of Zeus,TV Show,Yes,27-Oct-20,6,33
11/2/20,10,9,Hubie Halloween,Movie,Yes,7-Oct-20,19,141
11/3/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,11,96
11/3/20,2,-,Holidate,Movie,Yes,28-Oct-20,6,59
11/3/20,3,-,Knock Knock,Movie,,1-Nov-20,1,8
11/3/20,4,-,Rogue City,Movie,Yes,30-Oct-20,4,26
11/3/20,5,8,Cocomelon,TV Show,,1-Jun-20,46,100
11/3/20,6,3,Over the Moon,Movie,Yes,23-Oct-20,11,74
11/3/20,7,-,His House,Movie,Yes,30-Oct-20,4,19
11/3/20,8,5,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,25,183
11/3/20,9,7,Grand Army,TV Show,Yes,16-Oct-20,11,36
11/3/20,10,-,Secrets of the Saqqara Tomb,Movie,Yes,28-Oct-20,5,22
11/4/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,12,106
11/4/20,2,-,Holidate,Movie,Yes,28-Oct-20,7,68
11/4/20,3,-,Knock Knock,Movie,,1-Nov-20,2,16
11/4/20,4,-,Rogue City,Movie,Yes,30-Oct-20,5,33
11/4/20,5,9,Cocomelon,TV Show,,1-Jun-20,47,106
11/4/20,6,3,Over the Moon,Movie,Yes,23-Oct-20,12,79
11/4/20,7,-,Mile 22,Movie,,1-Nov-20,1,4
11/4/20,8,-,Snowden,Movie,,1-Nov-20,1,3
11/4/20,9,7,Grand Army,TV Show,Yes,16-Oct-20,12,38
11/4/20,10,6,The Haunting of Bly Manor,TV Show,Yes,9-Oct-20,26,184
11/5/20,1,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,13,116
11/5/20,2,-,Knock Knock,Movie,,1-Nov-20,3,25
11/5/20,3,-,Mile 22,Movie,,1-Nov-20,2,12
11/5/20,4,1,Holidate,Movie,Yes,28-Oct-20,8,75
11/5/20,5,-,Easy A,Movie,,1-Nov-20,1,6
11/5/20,6,-,Snowden,Movie,,1-Nov-20,2,8
11/5/20,7,9,Cocomelon,TV Show,,1-Jun-20,48,110
11/5/20,8,-,Chappelle_____ Show,TV Show,,1-Nov-20,1,3
11/5/20,9,-,Rogue City,Movie,Yes,30-Oct-20,6,35
11/5/20,10,5,Over the Moon,Movie,Yes,23-Oct-20,13,80
11/6/20,1,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,14,126
11/6/20,2,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,1,9
11/6/20,3,-,Mile 22,Movie,,1-Nov-20,3,20
11/6/20,4,-,Knock Knock,Movie,,1-Nov-20,4,32
11/6/20,5,1,Holidate,Movie,Yes,28-Oct-20,9,81
11/6/20,6,-,Chappelle_____ Show,TV Show,,1-Nov-20,2,8
11/6/20,7,-,Easy A,Movie,,1-Nov-20,2,10
11/6/20,8,10,Cocomelon,TV Show,,1-Jun-20,49,113
11/6/20,9,-,Snowden,Movie,,1-Nov-20,3,10
11/6/20,10,-,The Impossible,Movie,,1-Nov-20,1,1
11/7/20,1,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,15,136
11/7/20,2,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,2,18
11/7/20,3,-,The Impossible,Movie,,1-Nov-20,2,9
11/7/20,4,-,Mile 22,Movie,,1-Nov-20,4,27
11/7/20,5,-,Knock Knock,Movie,,1-Nov-20,5,38
11/7/20,6,3,The Great British Baking Show,TV Show,,3-Oct-15,9,33
11/7/20,7,-,Chappelle_____ Show,TV Show,,1-Nov-20,3,12
11/7/20,8,-,Easy A,Movie,,1-Nov-20,3,13
11/7/20,9,1,Holidate,Movie,Yes,28-Oct-20,10,83
11/7/20,10,-,Cocomelon,TV Show,,1-Jun-20,50,114
11/8/20,1,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,16,146
11/8/20,2,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,3,27
11/8/20,3,-,The Impossible,Movie,,1-Nov-20,3,17
11/8/20,4,-,Knock Knock,Movie,,1-Nov-20,6,45
11/8/20,5,-,Mile 22,Movie,,1-Nov-20,5,33
11/8/20,6,-,The Great British Baking Show,TV Show,,3-Oct-15,10,38
11/8/20,7,-,Chappelle_____ Show,TV Show,,1-Nov-20,4,16
11/8/20,8,1,Holidate,Movie,Yes,28-Oct-20,11,86
11/8/20,9,-,Easy A,Movie,,1-Nov-20,4,15
11/8/20,10,-,Midnight at the Magnolia,Movie,,5-Nov-20,1,1
11/9/20,1,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,17,156
11/9/20,2,-,The Impossible,Movie,,1-Nov-20,4,26
11/9/20,3,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,4,35
11/9/20,4,-,Mile 22,Movie,,1-Nov-20,6,40
11/9/20,5,-,Knock Knock,Movie,,1-Nov-20,7,51
11/9/20,6,-,Chappelle's Show,TV Show,,1-Nov-20,5,21
11/9/20,7,1,Holidate,Movie,Yes,28-Oct-20,12,90
11/9/20,8,-,Easy A,Movie,,1-Nov-20,5,18
11/9/20,9,-,Midnight at the Magnolia,Movie,,5-Nov-20,2,3
11/9/20,10,-,Cocomelon,TV Show,,1-Jun-20,51,115
11/10/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,18,166
11/10/20,2,-,The Impossible,Movie,,1-Nov-20,5,35
11/10/20,3,-,Chappelle's Show,TV Show,,1-Nov-20,6,29
11/10/20,4,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,5,42
11/10/20,5,-,Mile 22,Movie,,1-Nov-20,7,46
11/10/20,6,5,Cocomelon,TV Show,,1-Jun-20,52,120
11/10/20,7,3,Knock Knock,Movie,,1-Nov-20,8,55
11/10/20,8,-,Easy A,Movie,,1-Nov-20,6,21
11/10/20,9,-,Midnight at the Magnolia,Movie,,5-Nov-20,3,5
11/10/20,10,2,Holidate,Movie,Yes,28-Oct-20,13,91
11/11/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,19,176
11/11/20,2,-,The Impossible,Movie,,1-Nov-20,6,44
11/11/20,3,-,Chappelle's Show,TV Show,,1-Nov-20,7,37
11/11/20,4,7,Mile 22,Movie,,1-Nov-20,8,53
11/11/20,5,-,Dash & Lily,TV Show,Yes,10-Nov-20,1,6
11/11/20,6,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,6,47
11/11/20,7,5,Cocomelon,TV Show,,1-Jun-20,53,124
11/11/20,8,3,Knock Knock,Movie,,1-Nov-20,9,58
11/11/20,9,-,Illumination Presents The G__,Movie,,5-Jun-19,1,2
11/11/20,10,-,60 Days In,TV Show,,1-Nov-20,1,1
11/12/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,20,186
11/12/20,2,-,Dash & Lily,TV Show,Yes,10-Nov-20,2,15
11/12/20,3,-,The Impossible,Movie,,1-Nov-20,7,52
11/12/20,4,8,Chappelle's Show,TV Show,,1-Nov-20,8,44
11/12/20,5,3,Mile 22,Movie,,1-Nov-20,9,59
11/12/20,6,-,Trial 4,TV Show,Yes,11-Nov-20,1,5
11/12/20,7,7,Cocomelon,TV Show,,1-Jun-20,54,128
11/12/20,8,-,Operation Christmas Drop,Movie,Yes,5-Nov-20,7,50
11/12/20,9,-,Illumination Presents The G__,Movie,,5-Jun-19,2,4
11/12/20,10,-,60 Days In,TV Show,,1-Nov-20,2,2
11/13/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,21,196
11/13/20,2,-,Dash & Lily,TV Show,Yes,10-Nov-20,3,24
11/13/20,3,-,Trial 4,TV Show,Yes,11-Nov-20,2,13
11/13/20,4,10,The Impossible,Movie,,1-Nov-20,8,59
11/13/20,5,6,Chappelle's Show,TV Show,,1-Nov-20,9,50
11/13/20,6,-,The Liberator,TV Show,Yes,11-Nov-20,1,5
11/13/20,7,8,Cocomelon,TV Show,,1-Jun-20,55,132
11/13/20,8,3,Mile 22,Movie,,1-Nov-20,10,62
11/13/20,9,-,Illumination Presents The G__,Movie,,5-Jun-19,3,6
11/13/20,10,-,60 Days In,TV Show,,1-Nov-20,3,3
11/14/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,22,206
11/14/20,2,-,Dash & Lily,TV Show,Yes,10-Nov-20,4,33
11/14/20,3,-,Trial 4,TV Show,Yes,11-Nov-20,3,21
11/14/20,4,3,The Impossible,Movie,,1-Nov-20,9,66
11/14/20,5,7,Chappelle's Show,TV Show,,1-Nov-20,10,56
11/14/20,6,-,The Liberator,TV Show,Yes,11-Nov-20,2,10
11/14/20,7,10,Cocomelon,TV Show,,1-Jun-20,56,136
11/14/20,8,4,Mile 22,Movie,,1-Nov-20,11,65
11/14/20,9,-,Illumination Presents The G__,Movie,,5-Jun-19,4,8
11/14/20,10,-,60 Days In,TV Show,,1-Nov-20,4,4
11/15/20,1,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,23,216
11/15/20,2,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,1,9
11/15/20,3,-,Trial 4,TV Show,Yes,11-Nov-20,4,29
11/15/20,4,3,The Impossible,Movie,,1-Nov-20,10,73
11/15/20,5,-,American Horror Story,TV Show,,15-Sep-14,1,6
11/15/20,6,-,Illumination Presents The G__,Movie,,5-Jun-19,5,13
11/15/20,7,-,Dash & Lily,TV Show,Yes,10-Nov-20,5,37
11/15/20,8,6,The Great British Baking Show,TV Show,,3-Oct-15,11,41
11/15/20,9,-,The Life Ahead,Movie,Yes,13-Nov-20,1,2
11/15/20,10,7,Chappelle's Show,TV Show,,1-Nov-20,11,57
11/16/20,1,-,The Crown,TV Show,Yes,4-Nov-16,1,10
11/16/20,2,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,24,225
11/16/20,3,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,2,17
11/16/20,4,-,Illumination Presents The G__,Movie,,5-Jun-19,6,20
11/16/20,5,-,Trial 4,TV Show,Yes,11-Nov-20,5,35
11/16/20,6,-,American Horror Story,TV Show,,15-Sep-14,2,11
11/16/20,7,-,The Life Ahead,Movie,Yes,13-Nov-20,2,6
11/16/20,8,2,The Impossible,Movie,,1-Nov-20,11,76
11/16/20,9,10,Cocomelon,TV Show,,1-Jun-20,57,138
11/16/20,10,-,Dash & Lily,TV Show,Yes,10-Nov-20,6,38
11/17/20,1,-,The Crown,TV Show,Yes,4-Nov-16,2,20
11/17/20,2,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,25,234
11/17/20,3,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,1,8
11/17/20,4,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,3,24
11/17/20,5,-,Illumination Presents The G__,Movie,,5-Jun-19,7,26
11/17/20,6,6,Cocomelon,TV Show,,1-Jun-20,58,143
11/17/20,7,-,American Horror Story,TV Show,,15-Sep-14,3,15
11/17/20,8,-,Trial 4,TV Show,Yes,11-Nov-20,6,38
11/17/20,9,-,Hometown Holiday,Movie,,15-Nov-20,1,2
11/17/20,10,-,Dash & Lily,TV Show,Yes,10-Nov-20,7,39
11/18/20,1,-,The Crown,TV Show,Yes,4-Nov-16,3,30
11/18/20,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,1,9
11/18/20,3,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,26,242
11/18/20,4,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,2,15
11/18/20,5,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,6,20
11/18/20,6,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,4,29
11/18/20,7,7,Cocomelon,TV Show,,1-Jun-20,59,147
11/18/20,8,9,Illumination Presents The G__,Movie,,5-Jun-19,8,29
11/18/20,9,-,Hometown Holiday,Movie,,15-Nov-20,2,4
11/18/20,10,-,American Horror Story,TV Show,,15-Sep-14,4,16
11/19/20,1,-,The Crown,TV Show,Yes,4-Nov-16,4,40
11/19/20,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,2,18
11/19/20,3,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,27,250
11/19/20,4,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,3,22
11/19/20,5,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,7,26
11/19/20,6,-,Survivor,TV Show,,15-Nov-20,1,5
11/19/20,7,7,Cocomelon,TV Show,,1-Jun-20,60,151
11/19/20,8,9,Illumination Presents The G__,Movie,,5-Jun-19,9,32
11/19/20,9,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,5,31
11/19/20,10,-,American Horror Story,TV Show,,15-Sep-14,5,17
11/20/20,1,-,The Crown,TV Show,Yes,4-Nov-16,5,50
11/20/20,2,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,1,9
11/20/20,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,3,26
11/20/20,4,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,28,257
11/20/20,5,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,4,28
11/20/20,6,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,8,31
11/20/20,7,-,Survivor,TV Show,,15-Nov-20,2,9
11/20/20,8,7,Cocomelon,TV Show,,1-Jun-20,61,154
11/20/20,9,9,Illumination Presents The G__,Movie,,5-Jun-19,10,34
11/20/20,10,-,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,6,32
11/21/20,1,-,The Crown,TV Show,Yes,4-Nov-16,6,60
11/21/20,2,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,2,18
11/21/20,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,4,34
11/21/20,4,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,29,264
11/21/20,5,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,5,34
11/21/20,6,-,The Great British Baking Show,TV Show,,3-Oct-15,12,46
11/21/20,7,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,9,35
11/21/20,8,9,Illumination Presents The G__,Movie,,5-Jun-19,11,37
11/21/20,9,7,Cocomelon,TV Show,,1-Jun-20,62,156
11/21/20,10,-,Survivor,TV Show,,15-Nov-20,3,10
11/22/20,1,-,The Crown,TV Show,Yes,4-Nov-16,7,70
11/22/20,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,5,43
11/22/20,3,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,3,26
11/22/20,4,1,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,30,271
11/22/20,5,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,6,40
11/22/20,6,6,Illumination Presents The G__,Movie,,5-Jun-19,12,42
11/22/20,7,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,10,39
11/22/20,8,8,The Great British Baking Show,TV Show,,3-Oct-15,13,49
11/22/20,9,-,Survivor,TV Show,,15-Nov-20,4,12
11/22/20,10,2,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,7,33
11/23/20,1,1,The Crown,TV Show,Yes,4-Nov-16,8,80
11/23/20,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,6,52
11/23/20,3,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,31,279
11/23/20,4,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,4,33
11/23/20,5,-,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,7,46
11/23/20,6,4,Illumination Presents The G__,Movie,,5-Jun-19,13,47
11/23/20,7,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,11,43
11/23/20,8,-,Christmas on the Square,Movie,Yes,22-Nov-20,1,3
11/23/20,9,-,Survivor,TV Show,,15-Nov-20,5,14
11/23/20,10,3,Jingle Jangle: A Christmas __,Movie,Yes,13-Nov-20,8,34
11/24/20,1,1,The Crown,TV Show,Yes,4-Nov-16,9,90
11/24/20,2,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,32,288
11/24/20,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,7,60
11/24/20,4,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,5,40
11/24/20,5,3,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,8,52
11/24/20,6,-,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,12,48
11/24/20,7,5,Illumination Presents The G__,Movie,,5-Jun-19,14,51
11/24/20,8,-,If Anything Happens I Love You,Movie,Yes,20-Nov-20,1,3
11/24/20,9,-,Survivor,TV Show,,15-Nov-20,6,16
11/24/20,10,6,Cocomelon,TV Show,,1-Jun-20,63,157
11/25/20,1,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,1,10
11/25/20,2,1,The Crown,TV Show,Yes,4-Nov-16,10,99
11/25/20,3,3,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,33,296
11/25/20,4,-,Hard Kill,Movie,,23-Nov-20,1,7
11/25/20,5,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,8,66
11/25/20,6,8,Illumination Presents The G__,Movie,,5-Jun-19,15,56
11/25/20,7,4,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,9,56
11/25/20,8,5,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,13,51
11/25/20,9,-,The Princess Switch: Switch__,Movie,Yes,19-Nov-20,6,42
11/25/20,10,-,If Anything Happens I Love You,Movie,Yes,20-Nov-20,2,4
11/26/20,1,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,1,10
11/26/20,2,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,2,19
11/26/20,3,1,The Crown,TV Show,Yes,4-Nov-16,11,107
11/26/20,4,3,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,34,303
11/26/20,5,-,Hard Kill,Movie,,23-Nov-20,2,13
11/26/20,6,8,Illumination Presents The G__,Movie,,5-Jun-19,16,61
11/26/20,7,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,9,70
11/26/20,8,5,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,14,54
11/26/20,9,4,Cloudy with a Chance of Mea__,Movie,,15-Nov-20,10,58
11/26/20,10,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,1,1
11/27/20,1,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,2,20
11/27/20,2,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,3,28
11/27/20,3,-,Hard Kill,Movie,,23-Nov-20,3,21
11/27/20,4,4,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,35,310
11/27/20,5,1,The Crown,TV Show,Yes,4-Nov-16,12,113
11/27/20,6,9,Illumination Presents The G__,Movie,,5-Jun-19,17,66
11/27/20,7,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,2,5
11/27/20,8,3,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,17-Nov-20,10,73
11/27/20,9,-,How the Grinch Stole Christmas,Movie,,1-Jun-17,1,2
11/27/20,10,6,The Boss Baby: Back in Busi__,TV Show,Yes,6-Apr-18,15,55
11/28/20,1,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,3,30
11/28/20,2,-,Virgin River,TV Show,Yes,6-Dec-19,1,9
11/28/20,3,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,4,36
11/28/20,4,4,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,36,317
11/28/20,5,1,The Crown,TV Show,Yes,4-Nov-16,13,119
11/28/20,6,-,Hard Kill,Movie,,23-Nov-20,4,26
11/28/20,7,8,Illumination Presents The G__,Movie,,5-Jun-19,18,70
11/28/20,8,6,The Great British Baking Show,TV Show,,3-Oct-15,14,52
11/28/20,9,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,3,7
11/28/20,10,-,The Beast,Movie,Yes,27-Nov-20,1,1
11/29/20,1,-,Virgin River,TV Show,Yes,6-Dec-19,2,19
11/29/20,2,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,4,39
11/29/20,3,4,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,37,325
11/29/20,4,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,5,43
11/29/20,5,1,The Crown,TV Show,Yes,4-Nov-16,14,125
11/29/20,6,6,Illumination Presents The G__,Movie,,5-Jun-19,19,75
11/29/20,7,-,The Beast,Movie,Yes,27-Nov-20,2,5
11/29/20,8,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,4,10
11/29/20,9,-,Hard Kill,Movie,,23-Nov-20,5,28
11/29/20,10,-,How the Grinch Stole Christmas,Movie,,1-Jun-17,2,3
11/30/20,1,-,Virgin River,TV Show,Yes,6-Dec-19,3,29
11/30/20,2,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,5,48
11/30/20,3,3,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,38,333
11/30/20,4,1,The Crown,TV Show,Yes,4-Nov-16,15,132
11/30/20,5,-,The Beast,Movie,Yes,27-Nov-20,3,11
11/30/20,6,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,6,48
11/30/20,7,6,Illumination Presents The G__,Movie,,5-Jun-19,20,79
11/30/20,8,-,Hard Kill,Movie,,23-Nov-20,6,31
11/30/20,9,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,5,12
11/30/20,10,-,How the Grinch Stole Christmas,Movie,,1-Jun-17,3,4
12/1/20,1,-,Virgin River,TV Show,Yes,6-Dec-19,4,39
12/1/20,2,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,6,57
12/1/20,3,-,The 2nd,Movie,,30-Nov-20,1,8
12/1/20,4,2,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,39,340
12/1/20,5,1,The Crown,TV Show,Yes,4-Nov-16,16,138
12/1/20,6,7,Illumination Presents The G__,Movie,,5-Jun-19,21,84
12/1/20,7,-,Hillbilly Elegy,Movie,Yes,24-Nov-20,7,52
12/1/20,8,-,The Beast,Movie,Yes,27-Nov-20,4,14
12/1/20,9,-,How the Grinch Stole Christmas,Movie,,1-Jun-17,4,6
12/1/20,10,10,Cocomelon,TV Show,,1-Jun-20,64,158
12/2/20,1,-,Virgin River,TV Show,Yes,6-Dec-19,5,49
12/2/20,2,-,The 2nd,Movie,,30-Nov-20,2,17
12/2/20,3,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,7,65
12/2/20,4,3,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,40,347
12/2/20,5,2,The Crown,TV Show,Yes,4-Nov-16,17,144
12/2/20,6,-,Peppermint,Movie,,1-Dec-20,1,5
12/2/20,7,6,Illumination Presents The G__,Movie,,5-Jun-19,22,88
12/2/20,8,-,How the Grinch Stole Christmas,Movie,,1-Jun-17,5,9
12/2/20,9,-,Cocomelon,TV Show,,1-Jun-20,65,160
12/2/20,10,-,Rust Creek,Movie,,30-Nov-20,1,1
12/3/20,1,-,Virgin River,TV Show,Yes,6-Dec-19,6,59
12/3/20,2,-,Peppermint,Movie,,1-Dec-20,2,14
12/3/20,3,-,The 2nd,Movie,,30-Nov-20,3,25
12/3/20,4,-,Rust Creek,Movie,,30-Nov-20,2,8
12/3/20,5,4,The Queen_____ Gambit,TV Show,Yes,23-Oct-20,41,353
12/3/20,6,1,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,8,70
12/3/20,7,3,The Crown,TV Show,Yes,4-Nov-16,18,148
12/3/20,8,-,Alien Worlds,TV Show,Yes,2-Dec-20,1,3
12/3/20,9,6,Illumination Presents The G__,Movie,,5-Jun-19,23,90
